beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21326,Drug Offenses,32,28,34,21,42,94,31.3,6.2,31.2,23.5,34,150.1,131.3,159.4,196.9,146.8
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",33931,Drug Offenses,176,196,193,77,180,565,188.3,9.7,2.3,-6.7,-4,518.7,577.6,568.8,530.5,554.9
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23113,Drug Offenses,35,37,35,20,41,107,35.7,0,17.1,17.1,15,151.4,160.1,151.4,177.4,154.5
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13257,Drug Offenses,168,171,167,56,156,506,168.7,-0.6,-7.1,-6.6,-8,1267.3,1289.9,1259.7,1176.7,1272.5
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",19512,Drug Offenses,133,146,149,66,140,428,142.7,12,5.3,-6,-2,681.6,748.3,763.6,717.5,731.3
5F10,5,3.25978513,Afton Village and Pine Terrace,13902,Drug Offenses,78,63,43,18,42,184,61.3,-44.9,-46.2,-2.3,-31,561.1,453.2,309.3,302.1,440.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",16828,Drug Offenses,132,143,137,45,119,412,137.3,3.8,-9.8,-13.1,-13,784.4,849.8,814.1,707.2,815.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33440,Drug Offenses,138,148,183,89,191,469,156.3,32.6,38.4,4.4,22,412.7,442.6,547.2,571.2,467.4
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18199,Drug Offenses,141,119,141,47,114,401,133.7,0,-19.1,-19.1,-15,774.8,653.9,774.8,626.4,734.7
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",37617,Drug Offenses,111,104,94,37,96,309,103,-15.3,-13.5,2.1,-7,295.1,276.5,249.9,255.2,273.8
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20476,Drug Offenses,164,179,193,71,189,536,178.7,17.7,15.2,-2.1,6,800.9,874.2,942.6,923,872.7
22B30,22,2.8264671,Aldine and Imperial Valley,18502,Drug Offenses,125,78,62,24,51,265,88.3,-50.4,-59.2,-17.7,-42,675.6,421.6,335.1,275.6,477.2
22B20,22,4.61158268,Greenspoint,24000,Drug Offenses,336,248,189,81,178,773,257.7,-43.8,-47,-5.8,-31,1400,1033.3,787.5,741.7,1073.7
7C10,7,3.47828324,"Fifth Ward, North Park and Pinecrest",12524,Drug Offenses,125,79,122,66,134,326,108.7,-2.4,7.2,9.8,23,998.1,630.8,974.1,1069.9,867.9
7C20,7,7.08575157,"Huntington Place, Willshire Place, Kashmere Gardens and Liberty Gardens",21312,Drug Offenses,356,279,262,107,247,897,299,-26.4,-30.6,-5.7,-17,1670.4,1309.1,1229.4,1159,1403
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18012,Drug Offenses,160,141,149,77,158,450,150,-6.9,-1.2,6,5,888.3,782.8,827.2,877.2,832.8
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8126,Drug Offenses,61,45,38,18,36,144,48,-37.7,-41,-5.3,-25,750.7,553.8,467.6,443,590.7
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11438,Drug Offenses,80,59,105,46,99,244,81.3,31.2,23.8,-5.7,22,699.4,515.8,918,865.5,710.8
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",11828,Drug Offenses,218,97,210,111,234,525,175,-3.7,7.3,11.4,34,1843.1,820.1,1775.4,1978.4,1479.5
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7247,Drug Offenses,57,35,58,16,44,150,50,1.8,-22.8,-24.1,-12,786.5,483,800.3,607.1,689.9
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",10545,Drug Offenses,68,40,72,24,60,180,60,5.9,-11.8,-16.7,0,644.9,379.3,682.8,569,569
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",7607,Drug Offenses,26,10,27,5,27,63,21,3.8,3.8,0,29,341.8,131.5,354.9,354.9,276.1
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8133,Drug Offenses,54,37,51,20,54,142,47.3,-5.6,0,5.9,14,664,454.9,627.1,664,581.6
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19229,Drug Offenses,142,78,119,36,108,339,113,-16.2,-23.9,-9.2,-4,738.5,405.6,618.9,561.7,587.7
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",5597,Drug Offenses,28,20,34,10,29,82,27.3,21.4,3.6,-14.7,6,500.3,357.3,607.5,518.1,487.8
9C20,9,7.5383173,Denver Harbor and Houston Harbor,15752,Drug Offenses,67,38,69,24,64,174,58,3,-4.5,-7.2,10,425.3,241.2,438,406.3,368.2
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9165,Drug Offenses,38,33,46,19,46,117,39,21.1,21.1,0,18,414.6,360.1,501.9,501.9,425.5
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",22769,Drug Offenses,83,84,97,36,89,264,88,16.9,7.2,-8.2,1,364.5,368.9,426,390.9,386.5
10H10,10,2.81830654,Oak Lawn and Ranger,11304,Drug Offenses,15,19,37,20,40,71,23.7,146.7,166.7,8.1,69,132.7,168.1,327.3,353.9,209.7
10H20,10,1.75743169,Eastwood and Broadmoor,10142,Drug Offenses,23,20,12,9,13,55,18.3,-47.8,-43.5,8.3,-29,226.8,197.2,118.3,128.2,180.4
10H30,10,1.02691154,Near East End,4160,Drug Offenses,35,17,16,9,16,68,22.7,-54.3,-54.3,0,-30,841.3,408.7,384.6,384.6,545.7
10H40,10,0.99627062,Midtown,8194,Drug Offenses,303,196,147,64,148,646,215.3,-51.5,-51.2,0.7,-31,3697.8,2392,1794,1806.2,2627.5
10H50,10,2.30843079,the University of Houston area,12867,Drug Offenses,434,189,168,69,151,791,263.7,-61.3,-65.2,-10.1,-43,3373,1468.9,1305.7,1173.5,2049.4
10H60,10,3.08931006,"University Oaks, Riverside Terrace and the Texas Southern University area",20363,Drug Offenses,131,93,56,35,59,280,93.3,-57.3,-55,5.4,-37,643.3,456.7,275,289.7,458.2
10H70,10,3.52217952,"Texas Medical Center, Hermann Park, Houston Zoo and Miller Outdoor Theatre",15650,Drug Offenses,48,37,51,24,53,136,45.3,6.2,10.4,3.9,17,306.7,236.4,325.9,338.7,289.5
10H80,10,2.73862779,"Southampton, Rice University area, Shadow Lawn and Broad Acres",18584,Drug Offenses,12,15,10,5,14,37,12.3,-16.7,16.7,40,14,64.6,80.7,53.8,75.3,66.2
11H10,11,5.31502815,"Mason Park, Forest Hill, Sunnyland and Central Park",27726,Drug Offenses,99,75,148,109,190,322,107.3,49.5,91.9,28.4,77,357.1,270.5,533.8,685.3,387
11H20,11,3.9311161,"Harrisburg, Manchester and Pecan Park",18100,Drug Offenses,56,37,66,33,65,159,53,17.9,16.1,-1.5,23,309.4,204.4,364.6,359.1,292.8
11H30,11,2.84278059,Meadow Brook and Park Place,15237,Drug Offenses,78,72,70,42,87,220,73.3,-10.3,11.5,24.3,19,511.9,472.5,459.4,571,481.1
11H40,11,6.14001938,Allendale and Oak Meadows,8423,Drug Offenses,6,15,16,7,17,37,12.3,166.7,183.3,6.2,38,71.2,178.1,190,201.8,146
11H50,11,2.09534157,"Meadow Creek, Ferndale Addition and Glenbrook Industrial",7615,Drug Offenses,11,24,25,14,25,60,20,127.3,127.3,0,25,144.5,315.2,328.3,328.3,262.6
12D10,12,8.55384717,"Almeda Mall, Southridge, Edgebrook and South Houston Gardens",43826,Drug Offenses,115,178,221,114,234,514,171.3,92.2,103.5,5.9,37,262.4,406.2,504.3,533.9,390.9
12D20,12,3.83700574,Sage,22428,Drug Offenses,44,33,39,24,48,116,38.7,-11.4,9.1,23.1,24,196.2,147.1,173.9,214,172.6
12D30,12,3.99301158,Gulf Palms and Beamer,14676,Drug Offenses,39,26,21,10,19,86,28.7,-46.2,-51.3,-9.5,-34,265.7,177.2,143.1,129.5,195.6
12D40,12,9.68663455,Scarsdale and Ellington Field,10667,Drug Offenses,29,29,26,11,25,84,28,-10.3,-13.8,-3.8,-11,271.9,271.9,243.7,234.4,262.5
12D50,12,8.93327581,"Bay Glen, Bay Oaks, Brook Forest and Bay Forest",25606,Drug Offenses,6,8,6,0,2,20,6.7,0,-66.7,-66.7,-70,23.4,31.2,23.4,7.8,26.2
12D60,12,6.35832041,"NASA's Johnson Space Center, Meadow Green, Oakbrook West and Camino South",22499,Drug Offenses,10,20,19,3,18,49,16.3,90,80,-5.3,10,44.4,88.9,84.4,80,72.4
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,11955,Drug Offenses,27,17,26,14,28,70,23.3,-3.7,3.7,7.7,20,225.8,142.2,217.5,234.2,194.9
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23207,Drug Offenses,127,65,104,46,113,296,98.7,-18.1,-11,8.7,14,547.2,280.1,448.1,486.9,425.3
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36151,Drug Offenses,221,240,235,71,217,696,232,6.3,-1.8,-7.7,-6,611.3,663.9,650.1,600.3,641.8
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",1524,Drug Offenses,13,21,16,5,10,50,16.7,23.1,-23.1,-37.5,-40,853,1378,1049.9,656.2,1095.8
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13362,Drug Offenses,24,22,18,9,18,64,21.3,-25,-25,0,-15,179.6,164.6,134.7,134.7,159.4
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17296,Drug Offenses,251,210,139,42,113,600,200,-44.6,-55,-18.7,-44,1451.2,1214.2,803.7,653.3,1156.3
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28038,Drug Offenses,350,342,277,118,284,969,323,-20.9,-18.9,2.5,-12,1248.3,1219.8,987.9,1012.9,1152
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",20724,Drug Offenses,161,139,110,52,115,410,136.7,-31.7,-28.6,4.5,-16,776.9,670.7,530.8,554.9,659.6
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",20619,Drug Offenses,63,68,60,39,71,191,63.7,-4.8,12.7,18.3,11,305.5,329.8,291,344.3,308.9
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9247,Drug Offenses,25,14,24,16,27,63,21,-4,8,12.5,29,270.4,151.4,259.5,292,227.1
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24186,Drug Offenses,41,31,44,20,43,116,38.7,7.3,4.9,-2.3,11,169.5,128.2,181.9,177.8,160
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",17754,Drug Offenses,67,48,46,24,50,161,53.7,-31.3,-25.4,8.7,-7,377.4,270.4,259.1,281.6,302.5
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34338,Drug Offenses,52,71,61,19,56,184,61.3,17.3,7.7,-8.2,-9,151.4,206.8,177.6,163.1,178.5
15E40,15,10.0079174,"The Astrodome, Six Flags Astroworld, Lakes at 610 and Plaza del Oro",30317,Drug Offenses,97,142,146,55,144,385,128.3,50.5,48.5,-1.4,12,320,468.4,481.6,475,423.2
16E10,16,5.38940818,Canterbury Village and Monarch Estates,15009,Drug Offenses,12,8,9,5,10,29,9.7,-25,-16.7,11.1,3,80,53.3,60,66.6,64.6
16E20,16,8.15202134,"Almeda Plaza, South Glen, Dumbarton Oaks and Briarwick",35118,Drug Offenses,73,73,78,19,61,224,74.7,6.8,-16.4,-21.8,-18,207.9,207.9,222.1,173.7,212.7
16E30,16,7.00932789,"Greenpark, Southwest Crossing and Windsor Village",21532,Drug Offenses,96,82,86,44,102,264,88,-10.4,6.2,18.6,16,445.8,380.8,399.4,473.7,408.7
16E40,16,7.49721482,"Chasewood, Willowpark, Briarwick, Ridgemont and Quail Run",35307,Drug Offenses,46,51,54,17,48,151,50.3,17.4,4.3,-11.1,-5,130.3,144.4,152.9,136,142.5
17E10,17,3.3104034,"Southwest Memorial Hospital, Burnett Bayland Park and Westmoreland",51281,Drug Offenses,174,192,163,63,155,529,176.3,-6.3,-10.9,-4.9,-12,339.3,374.4,317.9,302.3,343.8
17E20,17,3.92767309,the Houston Baptist University area and Maplewood West,26917,Drug Offenses,55,65,79,31,67,199,66.3,43.6,21.8,-15.2,1,204.3,241.5,293.5,248.9,246.3
17E30,17,3.8060455,Braeburn Valley West and Glenshire,21251,Drug Offenses,109,113,129,58,122,351,117,18.3,11.9,-5.4,4,512.9,531.7,607,574.1,550.6
17E40,17,4.70920035,"Creekbend, Southwood and Fondren Southwest",45632,Drug Offenses,177,205,204,69,188,586,195.3,15.3,6.2,-7.8,-4,387.9,449.2,447.1,412,428
18F10,18,1.95881352,"Saddlebrook, Bayou Woods and Sherwood Forest",7322,Drug Offenses,4,5,14,1,7,23,7.7,250,75,-50,-9,54.6,68.3,191.2,95.6,105.2
18F20,18,3.51641691,"The Galleria, Tanglewood, Riverway and Post Oak",23875,Drug Offenses,72,74,92,39,90,238,79.3,27.8,25,-2.2,13,301.6,309.9,385.3,377,332.1
18F30,18,3.80008564,"The Richmond Strip, Briargrove, Post Oak Estates and Westhaven",35589,Drug Offenses,123,99,107,46,97,329,109.7,-13,-21.1,-9.3,-12,345.6,278.2,300.7,272.6,308.2
18F40,18,2.9060249,"Rosewood General Hospital, Woodlake and Briarmeadow",34762,Drug Offenses,126,91,125,74,140,342,114,-0.8,11.1,12,23,362.5,261.8,359.6,402.7,327.9
18F50,18,2.96939217,"Tanglewild, Sharpstown Mall and Regency Square",20389,Drug Offenses,112,124,168,74,179,404,134.7,50,59.8,6.5,33,549.3,608.2,824,877.9,660.7
18F60,18,3.62528697,Sharpstown Country Club and Southway Center,27923,Drug Offenses,83,48,73,29,71,204,68,-12,-14.5,-2.7,4,297.2,171.9,261.4,254.3,243.5
19G10,19,2.74020376,Concourse South and Westwood Mall,30517,Drug Offenses,209,201,203,91,216,613,204.3,-2.9,3.3,6.4,6,684.9,658.6,665.2,707.8,669.5
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",24940,Drug Offenses,109,87,116,31,102,312,104,6.4,-6.4,-12.1,-2,437,348.8,465.1,409,417
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18412,Drug Offenses,47,45,45,19,48,137,45.7,-4.3,2.1,6.7,5,255.3,244.4,244.4,260.7,248.2
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37045,Drug Offenses,93,104,80,38,86,277,92.3,-14,-7.5,7.5,-7,251,280.7,216,232.2,249.2
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",17516,Drug Offenses,97,108,93,39,92,298,99.3,-4.1,-5.2,-1.1,-7,553.8,616.6,530.9,525.2,566.9
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",28775,Drug Offenses,83,92,115,69,139,290,96.7,38.6,67.5,20.9,44,288.4,319.7,399.7,483.1,336.1
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18353,Drug Offenses,29,47,40,26,45,116,38.7,37.9,55.2,12.5,16,158,256.1,217.9,245.2,210.9
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26103,Drug Offenses,161,159,244,146,317,564,188,51.6,96.9,29.9,69,616.8,609.1,934.8,1214.4,720.2
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",27946,Drug Offenses,50,41,81,28,75,172,57.3,62,50,-7.4,31,178.9,146.7,289.8,268.4,205
20G70,20,2.38283582,Westpark Village and Ashford Point,20787,Drug Offenses,38,33,30,14,30,101,33.7,-21.1,-21.1,0,-11,182.8,158.8,144.3,144.3,162.1
20G80,20,25.33626534,City Limits,37327,Drug Offenses,32,47,58,15,44,137,45.7,81.2,37.5,-24.1,-4,85.7,125.9,155.4,117.9,122.4
21I10,21,0.00549966,Hobby Airport,0,Drug Offenses,15,12,18,10,23,45,15,20,53.3,27.8,53,NA,NA,NA,NA,NA
21I40,21,0.00923163,Hobby Airport,0,Drug Offenses,0,0,2,0,1,2,0.7,NA,NA,-50,43,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Drug Offenses,45,45,83,45,101,173,57.7,84.4,124.4,21.7,75,NA,NA,NA,NA,NA
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8046,Drug Offenses,41,33,38,20,34,112,37.3,-7.3,-17.1,-10.5,-9,509.6,410.1,472.3,422.6,463.6
5F20,5,5.94082911,Spring Branch and Schwartz Park,41925,Drug Offenses,101,93,79,31,68,273,91,-21.8,-32.7,-13.9,-25,240.9,221.8,188.4,162.2,217.1
4F10,4,4.13606469,"Timber Oaks, Shadow Oaks and Long Point Acres",22505,Drug Offenses,57,38,58,26,58,153,51,1.8,1.8,0,14,253.3,168.9,257.7,257.7,226.6
20G50,20,5.88593521,"Nottingham, Yorkshire, Wilchester, Town and Country Village and Memorial City Shopping Center",30070,Drug Offenses,35,30,48,20,43,113,37.7,37.1,22.9,-10.4,14,116.4,99.8,159.6,143,125.4
4F20,4,5.85840284,"Claymore Park, Westbranch, Spring Shadows and Kempwood Forest",27918,Drug Offenses,56,35,43,14,42,134,44.7,-23.2,-25,-2.3,-6,200.6,125.4,154,150.4,160.1
20G60,20,4.54207617,"Barkers Landing, Fleetwood, Thornwood and Darrel Tully Stadium",22500,Drug Offenses,46,62,55,15,45,163,54.3,19.6,-2.2,-18.2,-17,204.4,275.6,244.4,200,241.3
4F30,4,26.30690179,"Addicks Reservoir Area, Claymore Park, Brittmore Village, Park Ten Place and Mayde Creek Farms",17589,Drug Offenses,59,55,49,17,45,163,54.3,-16.9,-23.7,-8.2,-17,335.4,312.7,278.6,255.8,308.7
24C10,24,5.44044978,Kingwood,13401,Drug Offenses,11,7,9,2,7,27,9,-18.2,-36.4,-22.2,-22,82.1,52.2,67.2,52.2,67.2
24C20,24,6.8291794,Kingwood,17897,Drug Offenses,13,0,7,1,4,20,6.7,-46.2,-69.2,-42.9,-40,72.6,0,39.1,22.4,37.4
24C30,24,9.78735527,Kingwood,28717,Drug Offenses,15,6,6,0,3,27,9,-60,-80,-50,-67,52.2,20.9,20.9,10.4,31.3
24C40,24,35.7992771,Kingwood,6374,Drug Offenses,8,1,2,0,0,11,3.7,-75,-100,-100,-100,125.5,15.7,31.4,0,58
24C50,24,7.51791807,Kingwood,5184,Drug Offenses,13,17,10,2,5,40,13.3,-23.1,-61.5,-50,-62,250.8,327.9,192.9,96.5,256.6
24C60,24,4.86823328,Kingwood,21021,Drug Offenses,2,0,2,0,2,4,1.3,0,0,0,54,9.5,0,9.5,9.5,6.2
21I60,21,0.01236886,Hobby Airport,0,Drug Offenses,4,1,1,4,5,6,2,-75,25,400,150,NA,NA,NA,NA,NA
HCC4,NA,NA,NA,NA,Drug Offenses,1,1,0,0,0,2,0.7,-100,-100,NA,-100,NA,NA,NA,NA,NA
HCC5,NA,NA,NA,NA,Drug Offenses,1,4,1,2,3,6,2,0,200,200,50,NA,NA,NA,NA,NA
HCC7,NA,NA,NA,NA,Drug Offenses,0,2,1,0,0,3,1,NA,NA,-100,-100,NA,NA,NA,NA,NA
HCSO,NA,NA,NA,NA,Drug Offenses,197,220,46,11,33,463,154.3,-76.6,-83.2,-28.3,-79,NA,NA,NA,NA,NA
OOJ,NA,NA,NA,NA,Drug Offenses,58,92,24,7,17,174,58,-58.6,-70.7,-29.2,-71,NA,NA,NA,NA,NA
Unknown,NA,NA,NA,NA,Drug Offenses,41,33,31,10,34,105,35,-24.4,-17.1,9.7,-3,NA,NA,NA,NA,NA
